pl_radius,pl_mass,star_temp,star_radius,pl_mass_log,pl_radius_log
13.1,1086.97315194,4750.0,9.85,6.992071750585682,2.6461747973841225
12.3,4449.62,2375.0,0.232692,8.40079869129804,2.5877640352277083
1.32,2.3,4402.71,0.619575,1.1939224684724346,0.8415671856782186
12.7,108.06165838,3509.0,0.917173,4.691913395507372,2.617395832834079
1.15,1.6,5893.0,1.05,0.9555114450274365,0.7654678421395714
1.4,2.54,3547.0,0.42,1.264126727145683,0.8754687373538999
2.67,8.46,5690.0,1.02,2.247072383063787,1.3001916620664788
0.73,0.315,5361.0,0.83,0.27383666562972786,0.5481214085096876
1.5,2.86,5731.0,1.063,1.3506671834767394,0.9162907318741551
1.73,3.64,5893.0,1.05,1.534714366238164,1.0043016091968684
1.23,2.04,6417.0,1.41,1.1118575154181303,0.8020015854720274
10.682177,870.8542,4803.0,0.689,6.770622208094332,2.458064347018486
14.863134,425.57437,4730.0,0.754,6.05578672453244,2.763997800720905
12.3,4338.2,5027.0,0.743475,8.375445278306021,2.5877640352277083
0.86973029,0.589,5159.0,0.8,0.4631048875545789,0.6257941905178322
2.16,5.31,6002.0,1.016,1.8421356765531218,1.1505720275988207
2.63,7.41,5573.0,1.15,2.1294214739848565,1.2892326482767593
2.5,6.8,5157.0,0.82,2.0541237336955462,1.252762968495368
2.474,4.8,5327.0,0.82,1.7578579175523736,1.2453066678189133
12.1,6674.396547,3860.0,88.475,8.80618388929414,2.5726122302071057
2.46,6.6,5374.0,0.95,2.028148247292285,1.2412685890696329
1.313,2.28,5682.0,0.881,1.1878434223960523,0.8385453832493022
8.68,56.3,5172.0,0.81,4.048300623720694,2.2700619012884857
2.27,4.45,3681.0,0.512,1.6956156086751528,1.184789984909162
3.01,9.32,6127.0,1.2,2.334083760053417,1.3887912413184778
11.948794,266.9772,5625.0,0.96,5.59090190226494,2.5610026563957926
2.9,8.75,5297.0,0.81,2.277267285009756,1.3609765531356006
1.99,4.62,6077.0,1.14,1.7263316639055997,1.095273387402595
1.16,1.65,5838.0,1.07,0.9745596399981308,0.7701082216960736
2.23346338,5.62,6050.0,1.572,1.890095369948917,1.1735538166509567
2.66,7.56,5355.0,0.84,2.1471001901536506,1.297463147413275
1.89,4.23,5442.0,0.86,1.6544112780768316,1.0612565021243408
3.51,12.1,6224.0,1.113,2.5726122302071057,1.5062971535145868
1.32,13.2,2850.0,0.1556,2.653241964607215,0.8415671856782186
14.930388,335.62848,6096.0,1.435,5.818979888991436,2.7682284801852908
2.50271696,6.82,5570.0,0.899,2.05668455455722,1.2535389416360363
2.02,4.74,5807.0,1.433,1.747459210331475,1.1052568313867783
3.8,13.8,5403.0,0.85,2.6946271807700692,1.5686159179138452
1.2,1.87,4817.0,0.73,1.0543120297715298,0.7884573603642702
13.5,533.95172376,5552.0,1.201,6.28217650686188,2.6741486494265287
2.43,6.48,4601.0,0.69,2.012232791986386,1.2325602611778486
3.92,14.62010672,5255.914132507477,1.0014813828677545,2.7485589766545253,1.5933085305042167
19.08889413,184.34047606,6457.0,1.735,5.2221945447319165,3.0001671315178404
13.0,1195.0408,5744.0,1.14,7.086772047641092,2.639057329615259
1.19,9.2,6001.0,1.255,2.322387720290225,0.7839015438284094
1.99,4.62,5894.0,1.14,1.7263316639055997,1.095273387402595
2.06512018,4.92,5865.0,1.388,1.7783364488959144,1.1200867790599223
3.36,11.2,6166.0,2.06,2.501435951739211,1.4724720573609429
11.77,889.9,5900.0,1.61,6.792232187726598,2.547098670044448
4.13,9.2,6189.0,1.425,2.322387720290225,1.635105659182678
7.55,44.4,5433.0,5.15,3.8155121050473024,2.145931282948669
2.34,6.08,5206.0,0.831,1.9572739077056285,1.205970806988609
2.1,9.1,5596.0,0.869,2.312535423847214,1.1314021114911006
5.11,22.9,5638.0,0.92,3.173878458937465,1.809926773183504
1.71,4.23,4026.0,0.607,1.6544112780768316,0.9969486348916095
3.23968384,10.6,5696.0,1.15281,2.451005098112319,1.4444887004259455
1.43,2.63,5255.914132507477,1.0014813828677545,1.2892326482767593,0.8878912573524571
1.77,3.78,6012.0,1.16,1.5644405465033646,1.0188473201992472
15.46839337,98.841,5940.0,1.242,4.603578920596599,2.801442990554602
3.49391667,12.0,5520.79,0.874291,2.5649493574615367,1.5027246310901106
9.52765,47.03884,5638.0,1.34,3.8720098503757043,2.3540051293494937
3.67,14.67,5430.0,1.71,2.7517480563679295,1.541159071680806
14.5717,225.6593,5990.0,1.08,5.4234480089739066,2.7454551642145693
2.0,4.66,6087.0,1.14,1.7334238922150915,1.0986122886681096
13.4,645.1949,5612.0,0.88,6.471101161065846,2.667228206581955
2.57,7.13,5727.0,1.536,2.0955609235597192,1.2725655957915476
2.41,6.4,3371.0,0.413049,2.0014800002101243,1.2267122912954256
8.29464572,82.63538582,3870.0,0.6,4.4264667058937635,2.229438505331354
3.46,11.82,5898.0,1.073694,2.551006451492524,1.4951487660319727
10.07687365,335.9446262,5587.0,0.938,5.8199186029047585,2.404859479951731
2.701,7.76,4622.0,0.674,2.1701959049483,1.308603053404019
12.10569916,1112.3994245,5579.0,1.07,7.015173158864057,2.5730471859818063
15.64773706,188.47224535,5700.0,1.77,5.244242551262816,2.8122742948772252
2.6,7.27,6031.0,1.169,2.1126345090356,1.2809338454620645
2.87,8.6,5416.0,0.88,2.2617630984737906,1.3532545070416904
1.31,4.04,5799.0,1.59,1.6174060820832772,0.8372475245337022
3.13,9.96,5214.0,0.82,2.3942522815198695,1.4182774069729414
2.444,8.38,4095.6,0.618,2.238579763018133,1.2366335865654843
12.3,4096.8287,4052.0,40.0,8.318212527046686,2.5877640352277083
1.64,3.33,4340.0,0.55,1.4655675420143985,0.9707789171582247
1.58,1.27942148,6239.0,1.358,0.8239216739276052,0.9477893989335261
13.1,1086.97315194,5255.914132507477,1.0014813828677545,6.992071750585682,2.6461747973841225
12.3,4253.0,5255.914132507477,1.0014813828677545,8.355614995760183,2.5877640352277083
4.81,20.7,3789.0,0.45,3.077312260546414,1.75958057086382
2.52,6.9,5934.0,1.1,2.066862759472976,1.2584609896100059
1.86,4.13,3522.0,0.458,1.635105659182678,1.0508216248317612
0.7,0.271,6086.0,1.28,0.23980399220731702,0.5306282510621704
1.50066814,2.86,6398.0,1.101,1.3506671834767394,0.9165579521676319
1.69,3.5,5980.0,1.11,1.5040773967762742,0.9895411936137477
2.61,7.32,5185.0,0.79,2.1186622548331173,1.2837077723447896
1.63,3.29,5208.0,0.786,1.4562867329399256,0.9669838461896731
12.14,410.0007,5660.0,1.24,6.0185949176578015,2.5756610130564646
1.49,2.83,4223.0,0.62,1.3428648031925547,0.9122827104766162
13.57407563,263.79757781,5627.0,0.932,5.578965676777814,2.6792443086129705
16.02887,308.2951,5800.0,1.22,5.734295837341157,2.834910138979272
13.5,556.2025,4861.0,5.29,6.3229287286148965,2.6741486494265287
3.38,13.0,5594.0,1.3,2.639057329615259,1.4770487243883548
12.7,1995.88832,13500.0,0.0115,7.5993454079661875,2.617395832834079
3.87,14.3,2999.0,0.170718,2.72785282839839,1.5830939370944985
1.85,4.08,5713.0,1.13,1.6253112615903906,1.0473189942805592
13.3,787.89662095,4809.0,10.38,6.6706352868493815,2.6602595372658615
4.16,16.14,5790.0,1.023606,2.8414149131696336,1.6409365794934714
2.63,7.41,3347.0,0.364,2.1294214739848565,1.2892326482767593
1.85,4.08,6171.0,1.799,1.6253112615903906,1.0473189942805592
2.05,4.86,4255.0,0.554,1.7681496035889213,1.11514159061932
2.9,8.75,6570.0,1.66,2.277267285009756,1.3609765531356006
2.98467257,9.19,6474.0,1.242,2.321406847234633,1.3824551432453198
12.0,7216.92963775,4917.0,9.2,8.88432343699091,2.5649493574615367
2.05,4.86,5614.0,0.89,1.7681496035889213,1.11514159061932
1.191,1.82,3623.0,0.348,1.0367368849500223,0.7843580606133295
2.73,7.9,4286.0,0.63,2.186051276738094,1.3164082336557241
12.6,2479.0,4092.1,47.2,7.8160138391590275,2.6100697927420065
2.92,8.85,5404.0,0.892,2.2874714551839976,1.366091653802371
1.99,4.62,5333.0,0.749,1.7263316639055997,1.095273387402595
12.1,6707.76852973,5874.1,1.26356,8.811170685511446,2.5726122302071057
1.28,2.18,5071.0,0.78,1.1568811967920856,0.8241754429663495
12.7,1954.64470305,5580.0,1.019,7.57847518943791,2.617395832834079
2.049,4.85,4622.0,0.674,1.766441661243765,1.1148136680061178
9.41,13.1,4970.0,1.32,2.6461747973841225,2.3427668826268775
14.2,171.48,6500.0,1.78,5.150281287720632,2.7212954278522306
1.37,2.45,5791.0,0.95,1.2383742310432684,0.8628899551470399
12.24020692,536.17652261,4072.0,0.672,6.2863267604364355,2.5832581787855315
1.82,3.97,5196.0,0.8,1.6034198401085373,1.0367368849500223
12.923977,210.40346,5688.0,1.46,5.35376844037883,2.6336123181236397
12.2,4780.1632,4813.0,0.754089,8.47243914316169,2.580216829592325
2.95,9.01,6310.0,1.29,2.303584593327129,1.3737155789130306
1.19,1.81,5416.0,0.99,1.0331844833456545,0.7839015438284094
2.85,8.5,5726.0,1.04,2.2512917986064953,1.3480731482996928
2.043,6.26,4716.0,0.689,1.9823798288367047,1.112843870914834
0.91,0.693,5748.0,1.04,0.5265021031509982,0.6471032420585385
2.17,5.35,4027.0,0.57,1.8484548129046003,1.1537315878891892
1.791,9.95,3875.0,0.581,2.3933394562625097,1.026399954554185
2.28,5.82,5160.0,0.805,1.9198594718553708,1.1878434223960523
13.0,111.23994245,5113.0,0.85,4.720638923053518,2.639057329615259
13.1,953.485221,7246.0,1.53702,6.861172159546718,2.6461747973841225
1.28,2.18,5187.0,0.79,1.1568811967920856,0.8241754429663495
1.66551298,3.41,5673.0,0.890666,1.4838746894587547,0.9803965268992854
5.31,50.9,3810.0,0.54,3.949318790171843,1.8421356765531218
6.18,31.6,5880.0,1.22,3.484312288372662,1.9712993830601329
3.09,48.8,3185.0,0.2775,3.9080149840306073,1.4085449700547104
1.1758241,1.74,6145.0,1.289,1.007957920399979,0.7774074893291998
13.1,1096.5135,4918.0,5.08,7.000802445557045,2.6461747973841225
3.55,12.3,5760.0,1.05,2.5877640352277083,1.515127232962859
3.25,10.61,5256.0,0.833609,2.4518667957098,1.4469189829363254
13.7,365.50266805,5255.914132507477,1.0014813828677545,5.9040058011092125,2.6878474937846906
3.49,4.1,6174.0,1.302,1.62924053973028,1.501852701754163
13.5,514.88201934,5255.914132507477,1.0014813828677545,6.245878094648458,2.6741486494265287
1.28,2.18,4255.0,0.554,1.1568811967920856,0.8241754429663495
18.38276,279.6904,6050.0,1.87,5.637252282569245,2.9643840111832676
2.606,13.4,5495.0,0.9164,2.667228206581955,1.2825991247811255
3.17,10.2,5385.0,0.886947,2.4159137783010487,1.4279160358107101
2.426,6.46,3770.2,0.527,2.0095554142156695,1.2313933999019282
1.55409035,3.03,5185.0,0.803827,1.3937663759585917,0.9376961328656068
3.66,19.8,4360.0,0.697,3.0349529867072724,1.5390154481375546
3.31,10.94,6196.0,1.26,2.479894107964456,1.4609379041156565
9.1,96.4,5300.0,0.92,4.578826210648489,2.312535423847214
2.28,5.82,5508.0,0.87,1.9198594718553708,1.1878434223960523
1.77789214,3.81,5537.93,0.851957,1.5706970841176697,1.0216924170845036
2.45109846,9.1,5213.0,0.8649,2.312535423847214,1.2386925745694892
0.76,0.363,5416.0,0.87,0.30968815271439554,0.5653138090500605
12.2,4868.17771002,5767.0,1.1,8.490680353775025,2.580216829592325
12.9,1589.0,7595.0,1.48667,7.371489295214277,2.631888840136646
13.3,734.18362017,5687.0,1.066,6.600120291372722,2.6602595372658615
4.74,30.2,5246.0,0.876,3.4404180948154366,1.747459210331475
12.5,2790.43,4330.0,31.88,7.934309288312056,2.6026896854443837
2.89,8.7,5518.0,0.88,2.272125885509337,1.358409157630355
13.11450742,392.20025424,6295.0,1.28,5.974319034864868,2.647203163469878
12.3,101.7056,5780.0,0.99,4.631866643198659,2.5877640352277083
3.66,13.0,4127.0,0.574175,2.639057329615259,1.5390154481375546
1.23,2.04,5555.0,0.87,1.1118575154181303,0.8020015854720274
5.0,28.0,4950.0,0.86,3.367295829986474,1.791759469228055
2.03803688,4.81,5909.0,1.420038,1.75958057086382,1.1112115436654006
2.49,6.76,4222.06,0.646783,2.048982334195127,1.2499017362143359
1.41,2.57,5226.0,0.81,1.2725655957915476,0.8796267475025636
5.69176189,27.5,4981.07,0.886956,3.349904087274605,1.9008772012004547
1.76,3.75,4922.0,0.823,1.55814461804655,1.0152306797290587
13.3,715.09,5601.0,1.53,6.573805857385295,2.6602595372658615
1.74682428,3.7,5594.0,0.934,1.547562508716013,1.0104454371020464
14.2,169.0,5631.0,1.903,5.135798437050262,2.7212954278522306
2.1,5.06,5867.0,1.304,1.801709800081223,1.1314021114911006
1.23,2.04,4208.0,0.549,1.1118575154181303,0.8020015854720274
1.04,1.12,5053.0,0.628461,0.7514160886839212,0.712949807856125
14.235,340.06,6100.0,1.26,5.832058414884768,2.7235954124376724
1.57,3.09,6176.0,1.3,1.4085449700547104,0.9439058989071285
13.361,189.101,5560.0,0.95,5.247555509869817,2.6645161990784816
13.4,661.71874337,4866.0,7.3,6.496350682035093,2.667228206581955
1.52,4.14,6211.0,1.41,1.6370530794670737,0.924258901523332
13.0,1271.313628,3100.0,0.84,7.148592276401515,2.639057329615259
4.15,5.9,5897.0,1.269,1.9315214116032138,1.6389967146756448
0.8,0.437,6138.0,1.23,0.3625576070968879,0.5877866649021191
10.1,73.10053361,4956.0,2.16627,4.305422733490688,2.4069451083182885
2.46,6.62,6065.0,1.229,2.030776369698555,1.2412685890696329
3.05,9.53,6846.0,1.88,2.354228326145884,1.3987168811184478
1.41,2.57,6370.0,1.44,1.2725655957915476,0.8796267475025636
4.92,21.5,5120.0,0.728,3.1135153092103742,1.7783364488959144
2.85,8.5,5315.0,0.82,2.2512917986064953,1.3480731482996928
6.96,38.7,5646.0,0.94,3.681351187693145,2.0744289998562917
2.8,8.23,5430.0,0.914378,2.222459048514761,1.33500106673234
4.22,16.57,3387.0,0.407,2.866192902199006,1.6524974018945473
12.5,2828.6728223,5338.0,0.93,7.947916373459175,2.6026896854443837
2.37,6.21,5926.0,1.09,1.9754689512968577,1.2149127443642704
3.97,14.93793513,3564.0,0.46,2.768702124820454,1.6034198401085373
1.83,9.0,5565.0,1.156,2.302585092994046,1.0402767116551463
12.0,7532.571,5255.914132507477,1.0014813828677545,8.927124444767186,2.5649493574615367
1.88,4.19,5187.0,0.802,1.6467336971777973,1.0577902941478545
12.6,2330.0,4380.0,23.47,7.754052639035757,2.6100697927420065
2.734,19.1,3370.0,0.413,3.0007198150650303,1.317480045119531
2.63,7.6,4120.0,0.68,2.151762203259462,1.2892326482767593
11.9,8899.195396,5255.914132507477,1.0014813828677545,9.093828510085974,2.5572273113676265
2.51,6.85,4713.0,0.721,2.060513531794317,1.2556160374777745
18.05766791,176.07693748,5872.0,1.666,5.176584313158255,2.947469535545925
3.33,11.07,3323.0,0.370328,2.4907230351094403,1.4655675420143985
2.06,4.88,4593.0,0.679,1.7715567619105355,1.1184149159642893
2.63,7.41,5863.0,1.05,2.1294214739848565,1.2892326482767593
12.2,5288.6912,3787.0,54.92,8.573515148857384,2.580216829592325
13.9,280.64248338,4816.0,12.19,5.640638477180585,2.7013612129514133
3.53,12.214,3534.0,0.481,2.581276873607694,1.5107219394949427
12.5,2753.98314665,6068.0,1.510576,7.9211666041998825,2.6026896854443837
1.73,3.64,5904.0,1.06,1.534714366238164,1.0043016091968684
5.22108654,23.7,5822.0,1.081,3.2068032436339315,1.8279445763829196
2.852,8.52,5266.0,0.788,2.253394848803274,1.348592493935879
1.11,1.41,4259.0,0.534,0.8796267475025636,0.7466879474879752
1.62,3.24,5255.914132507477,1.0014813828677545,1.4445632692438664,0.9631743177730056
13.6,425.8922,5748.0,1.05,6.056531522339089,2.681021528714291
2.47,749.9,5821.0,1.114,6.621272487105839,1.244154593958768
2.918,7.39,5737.0,1.179,2.127040520479115,1.365581319522349
3.07,23.1,5751.0,1.43,3.1822118404966093,1.4036429994545037
1.71,5.95575,5243.0,0.821,1.9395686556506577,0.9969486348916095
2.16,5.31,5849.0,1.04,1.8421356765531218,1.1505720275988207
1.93,4.38,5803.0,1.04,1.682688374173693,1.0750024230289759
0.8,0.437,5770.0,1.05,0.3625576070968879,0.5877866649021191
0.89,0.64,3903.0,0.504,0.49469624183610705,0.636576829071551
14.2,171.0,5255.914132507477,1.0014813828677545,5.147494476813453,2.7212954278522306
3.11,5.8,6189.0,1.425,1.916922612182061,1.4134230285081433
14.5717,718.2958,6200.0,1.95,6.5782726778461145,2.7454551642145693
3.89,14.44,5494.0,0.921637,2.73696154459663,1.5871923034867808
2.9,8.75,5099.0,0.78,2.277267285009756,1.3609765531356006
5.77,51.1,5667.0,1.56,3.9531649487593215,1.9125010869241836
2.33,6.03,3522.0,0.458,1.9501867058225737,1.2029723039923526
14.28,213.255,5860.0,1.596,5.3671668944284505,2.7265447837383743
4.17,16.2,6122.0,0.964,2.8449093838194073,1.6428726885203377
4.421,26.4,4974.0,0.82,3.3105430133940246,1.6902803002782012
0.82,0.477,5869.0,1.07,0.39001300354924273,0.598836501088704
2.97,9.09,5576.0,1.158,2.3115448343655176,1.3787660946990992
2.49,21.3,5887.0,1.67,3.104586678466073,1.2499017362143359
3.66,14.6,5759.0,1.0,2.747270914255491,1.5390154481375546
1.96,4.5,5945.0,1.39,1.7047480922384253,1.085189268335969
1.58,3.12,3157.0,0.21,1.415853163361435,0.9477893989335261
2.03,4.78,3778.0,0.51,1.7544036826842861,1.1085626195212777
1.51,2.1,3841.0,0.535,1.1314021114911006,0.9202827531436926
2.71,7.8,5946.0,1.08,2.174751721484161,1.3110318766193438
2.21526814,5.54,5224.36,0.961092,1.8779371654691073,1.1679107570111404
3.2,0.39,5904.0,1.82,0.3293037471426004,1.4350845252893227
15.681391,215.80657,5948.0,1.209,5.379005573534365,2.8142937867389457
2.28,5.82,5523.0,0.91,1.9198594718553708,1.1878434223960523
12.0,7923.46218651,6255.0,1.401,8.977709733541744,2.5649493574615367
1.06,1.2,3240.0,0.2317,0.7884573603642702,0.7227059828014898
1.71,3.57,4971.0,0.75,1.5195132049061133,0.9969486348916095
13.4,640.0,5255.914132507477,1.0014813828677545,6.46302945692067,2.667228206581955
2.06,4.9,5421.0,0.86,1.7749523509116738,1.1184149159642893
13.0,1300.0,5255.914132507477,1.0014813828677545,7.170888478512505,2.639057329615259
2.222,5.57,3623.0,0.348,1.8825138324965192,1.1700022847547826
13.7,381.3940884,5419.0,1.0179,5.94645172185273,2.6878474937846906
11.76945,204.68252,5600.0,0.927,5.326333814924586,2.5470555994223254
3.03295685,9.44,5730.0,1.056,2.3456445824544927,1.3944998166026525
2.84141754,8.45,5602.0,1.009,2.2460147415056513,1.34584144952182
2.35,6.12,6091.0,1.26,1.9629077254238845,1.208960345836975
2.63,7.41,4008.0,0.657,2.1294214739848565,1.2892326482767593
2.67,7.59,5255.914132507477,1.0014813828677545,2.150598735996164,1.3001916620664788
2.79502603,8.22,6078.0,1.189,2.2213750375685026,1.333691269849103
1.0667865,1.23,6197.0,2.188,0.8020015854720274,0.7259949855729043
2.09,5.02,3740.0,0.48,1.7950872593207297,1.128171090909654
2.43056832,6.48,5757.0,0.762,2.012232791986386,1.2327259384147162
3.955,56.0,4965.0,2.861,4.04305126783455,1.6003971677819513
1.74,3.68,4655.0,0.69,1.5432981099295553,1.007957920399979
11.29,331.0,3444.0,0.457,5.805134968916488,2.5087859235779435
1.33,2.33,5106.0,0.78,1.2029723039923526,0.8458682675776092
1.87,4.16,5710.0,0.95,1.6409365794934714,1.0543120297715298
1.31,2.27,4985.0,0.75,1.184789984909162,0.8372475245337022
2.81,8.3,5373.0,0.83,2.2300144001592104,1.3376291891386096
1.11177184,1.42,5146.0,0.866139,0.8837675401685949,0.7475273297052913
6.71,36.4,4103.0,0.445,3.6216707044204863,2.0425181875752383
13.2,114.41822652,5255.914132507477,1.0014813828677545,4.748562283716842,2.653241964607215
2.691,7.71,5315.0,0.92,2.1644717908644115,1.3058974240478616
14.1,200.0,5255.914132507477,1.0014813828677545,5.303304908059076,2.714694743820879
1.8,3.89,5272.0,0.851,1.5871923034867808,1.0296194171811583
2.28995546,5.86,5229.0,0.903,1.925707441737794,1.19087402669172
13.9,270.15414595,4851.0,9.7,5.6026874634154264,2.7013612129514133
14.616536,212.31044,5647.0,1.391,5.362748569427209,2.7483303528521814
1.47199944,2.77,4915.0,0.812,1.3270750014599193,0.9050273130582018
13.6,450.23572136,5315.0,0.92,6.111989866730946,2.681021528714291
1.87,4.16,5617.0,1.032,1.6409365794934714,1.0543120297715298
1.55,3.02,5153.0,0.79,1.3912819026309298,0.9360933591703348
2.359,6.16,5601.0,0.94,1.9685099809725544,1.2116433106301556
3.39,11.4,5992.0,1.15,2.517696472610991,1.47932922708708
2.93,8.9,5845.0,1.16,2.2925347571405443,1.3686394258811698
1.36,2.42,5787.0,0.845,1.2296405510745139,0.8586616190375187
13.3,794.575,10000.0,2.25,6.679065123660569,2.6602595372658615
13.3,723.2235,3293.74,0.3,6.585100046404622,2.6602595372658615
12.3,4195.3349724,4663.0,0.78,8.341966797693036,2.5877640352277083
13.3,724.622,57000.0,1.0014813828677545,6.587029218076684,2.6602595372658615
1.63,3.29,6092.0,1.314,1.4562867329399256,0.9669838461896731
13.585308,172.58169,5523.0,0.887,5.15664832431342,2.680014720683273
1.23,2.04,4692.0,0.7,1.1118575154181303,0.8020015854720274
9.86390302,190.6970442,4610.0,0.65,5.255916231049055,2.385445644046011
14.90797,400.4658,6900.0,1.57,5.995122349185894,2.7668202415000653
2.32,5.99,4916.0,0.855,1.9444805562457188,1.199964782928397
14.01125,451.3186,6397.0,1.45,6.114386798786617,2.708799919992756
1.68161001,3.47,6046.0,1.007,1.4973884086254774,0.9864173641447218
13.67498,114.4188,5950.0,1.37,4.7485672524171285,2.686144002851221
1.733,3.65,3452.0,0.321,1.536867219599265,1.005399906945931
0.74437023,0.337,5726.0,0.979,0.29042829811980614,0.5563935908009487
1.66,3.4,3505.0,0.337,1.4816045409242156,0.9783261227936076
13.8,298.5809968,5190.0,0.836,5.702384821059959,2.6946271807700692
12.0,7300.0,10500.0,2.10876,8.895766604056085,2.5649493574615367
12.22,108.06,5725.0,0.92,4.691898189497915,2.5817308344235403
4.84,20.9,5401.0,0.898,3.086486636822455,1.7647307968401358
18.38272835,1153.71711741,7437.0,1.47,7.051610672966753,2.964382378287548
1.4593834,2.73,4821.0,0.788,1.3164082336557241,0.8999106681197042
13.1,1035.80277841,6774.0,1.5,6.943897005388015,2.6461747973841225
1.45,2.69,3719.0,0.3685,1.3056264580524357,0.8960880245566356
5.99,30.0,5255.914132507477,1.0014813828677545,3.4339872044851463,1.9444805562457188
2.6,27.7,6050.0,1.216,3.3568971227655755,1.2809338454620645
1.19,1.81,6188.0,1.21,1.0331844833456545,0.7839015438284094
2.17,5.35,4807.0,0.693,1.8484548129046003,1.1537315878891892
1.78,3.82,4092.0,0.6,1.5727739280625088,1.0224509277025458
2.77230429,8.11,4540.37,0.729825,2.209372711271867,1.32768603224921
0.75408365,0.353,5854.0,0.979,0.302324349188651,0.5619465838048303
6.00434637,30.1,5644.0,0.969,3.4372078191851885,1.9465308663704552
15.46842,394.1092,6075.0,1.42,5.97916218239049,2.8014446075902093
18.15858,209.7678,5754.0,1.46,5.350757053576371,2.9527506570613657
2.75,8.0,4731.0,0.687,2.1972245773362196,1.3217558399823195
13.6,476.7426105,5544.0,1.1112,6.169072115706152,2.681021528714291
2.592,15.9,5010.0,0.713,2.827313621929028,1.2787091504399533
3.484,6.7,5271.0,0.86,2.0412203288596382,1.5005155052099135
2.47,6.66,5614.0,0.91,2.0360119837525,1.244154593958768
2.94,245.343,6099.0,1.127,5.506724873729351,1.3711807233098425
2.25,5.69,5321.0,0.82,1.900613874140137,1.1786549963416462
4.26,16.8,6196.0,1.26,2.8791984572980396,1.6601310267496183
2.66,7.56,4781.0,0.7,2.1471001901536506,1.297463147413275
13.1,973.0,6330.0,1.55,6.881411303642535,2.6461747973841225
1.36,2.42,5563.0,0.927,1.2296405510745139,0.8586616190375187
1.41,2.57,5828.0,1.068,1.2725655957915476,0.8796267475025636
10.1,73.1009,5026.0,0.78,4.30542767797727,2.4069451083182885
2.18,7.32,3709.0,0.469,2.1186622548331173,1.1568811967920856
2.349,4.8,3866.0,0.598,1.7578579175523736,1.2086617938120676
13.4,626.1251,5932.0,1.19,6.441146042262248,2.667228206581955
4.87,21.1,3665.0,0.82,3.0955776085237074,1.769854633840005
11.1529358,203.41018048,6101.0,1.564,5.320128663742859,2.4975707702284495
3.43,11.66,5494.0,0.921637,2.5384474167160302,1.4883995840570443
1.99,4.6,3350.0,1.0014813828677545,1.7227665977411035,1.095273387402595
2.21,5.52,4948.0,0.75,1.8748743759385615,1.1662709371419244
12.9,1414.33641115,5805.0,2.05,7.255122528215902,2.631888840136646
2.078,5.11,3844.0,0.546,1.809926773183504,1.1242800354166875
12.666,320.995,5924.0,1.14,5.774536017473538,2.6149109963585864
3.61,12.7,5845.0,1.16,2.617395832834079,1.5282278570085572
1.2,1.87,6092.0,1.314,1.0543120297715298,0.7884573603642702
2.73,7.9,5831.0,1.0,2.186051276738094,1.3164082336557241
1.15,1.6,5288.0,0.81,0.9555114450274365,0.7654678421395714
2.29,5.86,5323.0,0.81,1.925707441737794,1.1908875647772805
8.9672,37.18611,5310.0,0.8,3.642471836924006,2.2992997020025165
13.5,541.26177712,5688.0,1.077514,6.295748868456838,2.6741486494265287
2.38,6.26,5896.0,1.29,1.9823798288367047,1.2178757094949273
2.71,7.8,6170.0,1.24,2.174751721484161,1.3110318766193438
12.2,5085.28,2838.0,1.0014813828677545,8.534301997553605,2.580216829592325
15.91678,1093.3352,6600.0,1.82,6.997902334588958,2.8283060287387345
2.03,4.78,4919.0,0.74,1.7544036826842861,1.1085626195212777
14.0,240.0,5255.914132507477,1.0014813828677545,5.484796933490655,2.70805020110221
1.79,3.85,3342.0,0.36,1.578978704949392,1.0260415958332743
14.20177855,194.82881349,6057.0,1.24,5.277240877032792,2.721412430875531
3.13,9.96,5035.0,0.781,2.3942522815198695,1.4182774069729414
2.53,6.94,6620.0,1.85,2.0719132752590443,1.2612978709452054
13.6,451.3186,5600.0,1.05,6.114386798786617,2.681021528714291
2.15,5.27,4208.0,0.549,1.8357763546448291,1.1474024528375417
12.4,3465.60094993,4703.93,0.751364,8.150929839530711,2.5952547069568657
19.72780603,193.87532827,4800.0,4.1,5.272360011892237,3.0314760853426157
17.900773,467.2101,6700.0,1.524,6.148917126801926,2.9392028207001357
1.32,2.3,5617.0,1.032,1.1939224684724346,0.8415671856782186
8.59,55.3,5255.914132507477,1.0014813828677545,4.030694535145645,2.2607208888953467
2.87,731.209,6105.0,1.046,6.596065992334166,1.3532545070416904
0.99,0.937,6152.0,1.568,0.6611403844248589,0.688134638736401
1.63,3.29,4668.0,0.667,1.4562867329399256,0.9669838461896731
2.82626313,8.38,5098.6,0.818771,2.238579763018133,1.3418886428299117
2.23,5.6,5099.0,0.78,1.8870696490323797,1.172482137234565
1.4,2.54,5438.0,0.83,1.264126727145683,0.8754687373538999
12.8,1684.4905571,4670.0,1.1161,7.429811932225909,2.624668592163159
6.59,35.3,3768.0,0.552,3.591817741270805,2.0268315914075385
1.36,3.17,3801.0,0.418,1.4279160358107101,0.8586616190375187
2.66,7.56,5461.0,0.87,2.1471001901536506,1.297463147413275
2.48,6.71,5579.0,0.91,2.0425181875752383,1.247032293786383
1.397,2.02,5342.0,0.843,1.1052568313867783,0.8742179554522473
0.913,0.7,3151.0,0.157,0.5306282510621704,0.6486726904581158
